SrNo,TrackID,TrackName,AlbumName,Artist,ReleaseDate,Popularity,Length,Genre,Month,Year
186,65B1tEOv5W294uCKbmEcFV,I Hope You Dance,I Hope You Dance,Lee Ann Womack,01-01-2000,66,294533,country road,1,2000
187,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Title Of Record (Expanded Edition),Filter,24-08-1999,65,363800,alternative metal,8,1999
188,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Title Of Record (Expanded Edition),Filter,24-08-1999,65,363800,alternative rock,8,1999
189,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Title Of Record (Expanded Edition),Filter,24-08-1999,65,363800,grunge,8,1999
190,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Title Of Record (Expanded Edition),Filter,24-08-1999,65,363800,industrial metal,8,1999
191,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Title Of Record (Expanded Edition),Filter,24-08-1999,65,363800,nu metal,8,1999
192,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Title Of Record (Expanded Edition),Filter,24-08-1999,65,363800,post-grunge,8,1999
193,4l1MNtoCiTxBwf6yxD7kFd,Born to Make You Happy,...Baby One More Time (Digital Deluxe Version),Britney Spears,12-01-1999,64,243533,dance pop,1,1999
194,4l1MNtoCiTxBwf6yxD7kFd,Born to Make You Happy,...Baby One More Time (Digital Deluxe Version),Britney Spears,12-01-1999,64,243533,pop,1,1999
199,4cKGldbhGJniI8BrB3K6tb,Everything You Want,Everything You Want,Vertical Horizon,14-06-1999,64,257066,neo mellow,6,1999
200,4cKGldbhGJniI8BrB3K6tb,Everything You Want,Everything You Want,Vertical Horizon,14-06-1999,64,257066,pop rock,6,1999
201,4cKGldbhGJniI8BrB3K6tb,Everything You Want,Everything You Want,Vertical Horizon,14-06-1999,64,257066,post-grunge,6,1999
202,1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),Something Like Human,Fuel,19-09-2000,63,236866,alternative metal,9,2000
203,1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),Something Like Human,Fuel,19-09-2000,63,236866,nu metal,9,2000
204,1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),Something Like Human,Fuel,19-09-2000,63,236866,post-grunge,9,2000
209,5s4catxeZsaWFnOrvrXZHf,That's the Way It Is,The Very Best of Celine Dion,Céline Dion,18-01-2019,63,241373,canadian pop,1,2019
210,4pV49P2v3sxI0XYjUTmOl1,Shalala Lala,The Platinum Album,Vengaboys,13-03-2000,62,214819,bubblegum dance,3,2000
211,4pV49P2v3sxI0XYjUTmOl1,Shalala Lala,The Platinum Album,Vengaboys,13-03-2000,62,214819,eurodance,3,2000
212,4pV49P2v3sxI0XYjUTmOl1,Shalala Lala,The Platinum Album,Vengaboys,13-03-2000,62,214819,europop,3,2000
215,1vlTMKVV0FxG6CxGTmSY3t,Life Is A Rollercoaster,Ronan,Ronan Keating,01-01-2000,62,234826,europop,1,2000
216,1vlTMKVV0FxG6CxGTmSY3t,Life Is A Rollercoaster,Ronan,Ronan Keating,01-01-2000,62,234826,talent show,1,2000
217,0UzsDmdpw0Q14KU4hieQss,Fill Me In,Born to Do It,Craig David,14-08-2000,62,257200,british soul,8,2000
218,0UzsDmdpw0Q14KU4hieQss,Fill Me In,Born to Do It,Craig David,14-08-2000,62,257200,talent show,8,2000
219,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,Mariah Carey,02-11-1999,61,257360,dance pop,11,1999
220,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,Mariah Carey,02-11-1999,61,257360,pop,11,1999
221,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,Mariah Carey,02-11-1999,61,257360,urban contemporary,11,1999
222,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,Joe,02-11-1999,61,257360,contemporary r&b,11,1999
223,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,Joe,02-11-1999,61,257360,r&b,11,1999
224,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,Joe,02-11-1999,61,257360,urban contemporary,11,1999
225,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),Rainbow,98º,02-11-1999,61,257360,boy band,11,1999
