,genre,track_count,index,track_popularity,danceability,energy,instrumentalness,liveness,speechiness,loudness,tempo,valence
rap_conscient,rap conscient,1,rap_conscient,76.0,0.774,0.554,0.0,0.132,0.0383,-7.909,99.034,0.349
bedroom_soul,bedroom soul,2,bedroom_soul,76.0,0.821,0.5125,9.65e-05,0.07985,0.03765,-6.957,103.499,0.5685
social_media_pop,social media pop,1,social_media_pop,77.0,0.674,0.774,0.00188,0.393,0.0892,-7.567,112.05,0.33
indie_rock_italiano,indie rock italiano,2,indie_rock_italiano,84.0,0.732,0.704,0.0,0.26849999999999996,0.04455,-4.4079999999999995,133.2545,0.7735
italian_pop,italian pop,2,italian_pop,84.0,0.732,0.704,0.0,0.26849999999999996,0.04455,-4.4079999999999995,133.2545,0.7735
shiver_pop,shiver pop,1,shiver_pop,90.0,0.761,0.525,6.7e-06,0.0921,0.0944,-6.9,80.87,0.531
afro_r&b,afro r&b,1,afro_r&b,81.0,0.727,0.739,0.00137,0.161,0.0411,-3.805,93.005,0.533
modern_alternative_pop,modern alternative pop,2,modern_alternative_pop,75.5,0.8140000000000001,0.4665,0.00010535,0.21605,0.0333,-7.692,98.963,0.6325000000000001
r&b_en_espanol,r&b en espanol,1,r&b_en_espanol,80.0,0.856,0.618,0.0,0.0866,0.286,-4.892,81.993,0.391
funk_rj,funk rj,1,funk_rj,58.0,0.692,0.639,0.0,0.199,0.0352,-6.717,140.059,0.733
pagode_baiano,pagode baiano,1,pagode_baiano,58.0,0.692,0.639,0.0,0.199,0.0352,-6.717,140.059,0.733
corrido,corrido,3,corrido,80.33333333333333,0.7413333333333334,0.7713333333333333,6.560000000000001e-05,0.16023333333333334,0.06139999999999999,-6.057666666666667,140.74733333333333,0.8376666666666667
corridos_tumbados,corridos tumbados,4,corridos_tumbados,82.75,0.7590000000000001,0.69825,4.9502499999999996e-05,0.139075,0.1293,-5.96275,148.041,0.768
sad_sierreno,sad sierreno,4,sad_sierreno,82.75,0.7590000000000001,0.69825,4.9502499999999996e-05,0.139075,0.1293,-5.96275,148.041,0.768
sierreno,sierreno,3,sierreno,80.33333333333333,0.7413333333333334,0.7713333333333333,6.560000000000001e-05,0.16023333333333334,0.06139999999999999,-6.057666666666667,140.74733333333333,0.8376666666666667
pop_venezolano,pop venezolano,2,pop_venezolano,86.5,0.6995,0.7070000000000001,0.0165,0.16075,0.04665,-5.574,125.0685,0.524
musica_chihuahuense,musica chihuahuense,1,musica_chihuahuense,85.0,0.571,0.72,0.0,0.271,0.0458,-4.089,83.827,0.542
transpop,transpop,1,transpop,80.0,0.712,0.463,2.96e-06,0.301,0.0797,-7.399,131.199,0.206
bronx_drill,bronx drill,1,bronx_drill,70.0,0.696,0.809,0.000128,0.248,0.05,-8.254,132.962,0.857
gen_z_singer-songwriter,gen z singer-songwriter,2,gen_z_singer-songwriter,91.5,0.5295000000000001,0.49,0.0002205,0.14750000000000002,0.03105,-7.407,115.64,0.333
bedroom_r&b,bedroom r&b,2,bedroom_r&b,89.5,0.571,0.501,0.00407135,0.2225,0.02785,-9.948,132.0385,0.2575
modern_indie_pop,modern indie pop,1,modern_indie_pop,85.0,0.515,0.593,0.162,0.25,0.0322,-4.801,94.467,0.153
rap_canario,rap canario,1,rap_canario,88.0,0.621,0.782,0.033,0.23,0.044,-5.548,128.033,0.55
musica_mexicana,musica mexicana,2,musica_mexicana,78.5,0.778,0.778,8.895e-05,0.1985,0.0755,-6.4985,137.12650000000002,0.8395
