,track_id,track,track_popularity,data_added,top_year,album_name,album_release_year,genre,artists_name,artists_popularity,track_duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artists_popularity_highest,genre_list
638,4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,71.0,2020-08-07T08:21:52Z,2006,What Hurts The Most,2006-01-01,"contemporary country,country,country road,modern country rock",Rascal Flatts,3599321,214106.0,0.537,0.674,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002,3599321,"['contemporary country', 'country', 'country road', 'modern country rock']"
639,3kZoay4ANo86ehb6s4RwS9,Ridin',71.0,2020-08-07T08:21:52Z,2006,Ridin',2005-01-01,"dirty south rap,southern hip hop,dirty south rap,gangster rap,ohio hip hop","Chamillionaire,Krayzie Bone","852114,355277",303053.0,0.787,0.799,-4.68,0.0993,0.189,0.0,0.3,0.835,143.052,852114,"['dirty south rap', 'southern hip hop', 'dirty south rap', 'gangster rap', 'ohio hip hop']"
640,663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,71.0,2020-08-07T08:21:52Z,2006,Call Me When You're Sober,2006-01-01,alternative metal,Evanescence,4184574,214706.0,0.45,0.883,-4.094,0.0524,0.00193,0.0,0.293,0.328,93.41,4184574,['alternative metal']
641,2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,71.0,2020-08-07T08:21:52Z,2006,Laffy Taffy,2005-11-08,"atl hip hop,crunk,dirty south rap,old school atlanta hip hop,southern hip hop",D4L,321506,224253.0,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499,321506,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']"
642,6btyEL6NwUa97Nex9cZFvo,Pump It,70.0,2020-08-07T08:21:52Z,2006,Pump It,2005-01-01,"dance pop,pop,pop rap",Black Eyed Peas,7846267,213066.0,0.649,0.931,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,7846267,"['dance pop', 'pop', 'pop rap']"
643,7M13FwBAKWNa2jqcZeUhL6,Love Generation - Radio Edit,71.0,2020-08-07T08:21:52Z,2006,Love Generation - Radio Edit,2005-06-20,"disco house,filter house","Bob Sinclar,Gary Pine","592372,1294",204798.0,0.723,0.872,-3.617,0.0586,0.192,0.000154,0.0814,0.544,128.038,592372,"['disco house', 'filter house']"
644,6Y3WvyUG9iE5bQYg38SPtQ,Be Without You - Kendu Mix,70.0,2020-08-07T08:21:52Z,2006,Be Without You - Kendu Mix,2005-01-01,"dance pop,hip pop,neo soul,r&b,urban contemporary",Mary J. Blige,3707798,246333.0,0.726,0.7,-5.881,0.0998,0.0717,0.0,0.262,0.673,146.559,3707798,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
645,6xM8oBy40nK1rOd8WmoOPx,Last Request,70.0,2020-08-07T08:21:52Z,2006,Last Request,2007-01-30,"british soul,neo mellow,scottish singer-songwriter",Paolo Nutini,1367282,220413.0,0.605,0.704,-6.564,0.0476,0.241,0.0,0.137,0.4,80.925,1367282,"['british soul', 'neo mellow', 'scottish singer-songwriter']"
646,4Gd9PUEuOTOJtbgd4YxLXM,Savin' Me,70.0,2020-08-07T08:21:52Z,2006,Savin' Me,2005-09-26,"alternative metal,canadian rock,post-grunge",Nickelback,6617511,219320.0,0.441,0.815,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007,6617511,"['alternative metal', 'canadian rock', 'post-grunge']"
647,6o3s08kk2fQI37vxGZDrJ1,Snap Yo Fingers,70.0,2020-08-07T08:21:52Z,2006,Snap Yo Fingers,2006-05-02,"atl hip hop,crunk,dance pop,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap,cali rap,hyphy,oakland hip hop,west coast rap","Lil Jon,E-40,Sean Paul","1490812,865061,13327",274386.0,0.835,0.757,-5.029,0.23,0.00647,0.0,0.29,0.626,82.038,1490812,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap', 'cali rap', 'hyphy', 'oakland hip hop', 'west coast rap']"
648,4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",70.0,2020-08-07T08:21:52Z,2006,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",2005-12-13,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap,atl hip hop,contemporary r&b,r&b,urban contemporary,dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary","The Notorious B.I.G.,Avery Storm,Diddy,Jagged Edge,Nelly","9550018,2303,1603726,2087597,2591314",286186.0,0.833,0.628,-7.041,0.141,0.0949,1.6e-06,0.282,0.645,106.328,9550018,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'atl hip hop', 'contemporary r&b', 'r&b', 'urban contemporary', 'dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']"
649,2QurCbkPO14pjrikPNja0h,I'm N Luv (Wit a Stripper) (feat. Mike Jones),69.0,2020-08-07T08:21:52Z,2006,I'm N Luv (Wit a Stripper) (feat. Mike Jones),2005-12-06,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,dirty south rap","T-Pain,Mike Jones","4590323,600404",239413.0,0.739,0.368,-10.233,0.0845,0.00542,0.0,0.171,0.467,144.992,4590323,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary', 'dirty south rap']"
650,53ETzLQQKFCzykRbqWb1ph,Gimme That,68.0,2020-08-07T08:21:52Z,2006,Gimme That,2005,"r&b,rap",Chris Brown,20924958,186826.0,0.678,0.572,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,20924958,"['r&b', 'rap']"
651,5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,67.0,2020-08-07T08:21:52Z,2006,Dirty Little Secret,2005-01-01,"alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge",The All-American Rejects,2581249,193653.0,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,2581249,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']"
652,05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),67.0,2020-08-07T08:21:52Z,2006,It's Goin' Down (feat. Nitti),2006-06-06,"atl hip hop,crunk,dirty south rap,southern hip hop,trap","Yung Joc,NITTI","811834,172",241840.0,0.888,0.577,-7.702,0.0612,0.0986,0.0,0.131,0.609,84.003,811834,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop', 'trap']"
653,653rxW1E7V52QWh6a7oIdS,My My My,67.0,2020-08-07T08:21:52Z,2006,My My My,2005-07-04,"big beat,classic house,deep house,disco house,filter house,house,speed garage,tribal house,uk dance,vocal house",Armand Van Helden,247595,182266.0,0.652,0.733,-8.207,0.246,0.00672,0.00867,0.0392,0.744,127.533,247595,"['big beat', 'classic house', 'deep house', 'disco house', 'filter house', 'house', 'speed garage', 'tribal house', 'uk dance', 'vocal house']"
654,3Lk7RWStfLaHG7lXsuS87j,One,67.0,2020-08-07T08:21:52Z,2006,One,2005-01-01,"dance pop,hip pop,neo soul,r&b,urban contemporary,irish rock,permanent wave,rock","Mary J. Blige,U2","3707798,11754003",260466.0,0.344,0.874,-3.161,0.0777,0.0841,0.0,0.129,0.269,185.888,11754003,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary', 'irish rock', 'permanent wave', 'rock']"
655,423EcxblW9F4nnQkqcqMlK,Deja Vu (feat. Jay-Z),67.0,2020-08-07T08:21:52Z,2006,Deja Vu (feat. Jay-Z),2007-05-29,"pop,r&b,east coast hip hop,gangster rap,hip hop,pop rap,rap","Beyoncé,JAY-Z","36497674,8781050",240280.0,0.644,0.746,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,36497674,"['pop', 'r&b', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
656,7jRoWfRlLnGYEIEn4t4kbq,London Bridge,67.0,2020-08-07T08:21:52Z,2006,London Bridge,2006-09-13,"dance pop,pop",Fergie,5673135,241306.0,0.77,0.609,-5.894,0.345,0.214,0.0,0.166,0.631,90.952,5673135,"['dance pop', 'pop']"
657,3BxWKCI06eQ5Od8TY2JBeA,Buttons,67.0,2020-08-07T08:21:52Z,2006,Buttons,2005-01-01,"dance pop,girl group,pop",The Pussycat Dolls,5562463,225560.0,0.57,0.821,-4.38,0.267,0.178,0.0,0.289,0.408,210.857,5562463,"['dance pop', 'girl group', 'pop']"
658,4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,66.0,2020-08-07T08:21:52Z,2006,You Know I'm No Good,2006-10-27,"british soul,neo soul",Amy Winehouse,8597154,256946.0,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,8597154,"['british soul', 'neo soul']"
659,0qAMjeQFyd1qD0LDiV8gWp,Black Horse And The Cherry Tree,66.0,2020-08-07T08:21:52Z,2006,Black Horse And The Cherry Tree,2005-01-01,"ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter",KT Tunstall,408101,172373.0,0.748,0.786,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833,408101,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']"
660,6MBEjJlXQYXr8dfxDvZuoA,Do It To It,65.0,2020-08-07T08:21:52Z,2006,Do It To It,2006-01-01,"atl hip hop,girl group,hip pop,r&b,southern hip hop,urban contemporary","Cherish,Sean Paul","622154,13327",226293.0,0.826,0.67,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007,622154,"['atl hip hop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']"
661,0CAJdthKDdRjB2h8YOguN6,What You Know,65.0,2020-08-07T08:21:52Z,2006,What You Know,2006-03-26,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",T.I.,4720778,274333.0,0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,4720778,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
662,2lRI7n5b9jlPYsEpRuots6,When I'm Gone,65.0,2020-08-07T08:21:52Z,2006,When I'm Gone,2005-12-06,"detroit hip hop,hip hop,rap",Eminem,79014892,281120.0,0.608,0.745,-5.496,0.365,0.0551,0.0,0.27,0.725,150.068,79014892,"['detroit hip hop', 'hip hop', 'rap']"
663,2RUhtNBh43RtSg0WBPPq3m,Naive,65.0,2020-08-07T08:21:52Z,2006,Naive,2006-01-01,"brighton indie,garage rock,modern rock,rock",The Kooks,2498038,203506.0,0.547,0.816,-6.165,0.0624,0.0688,0.0,0.127,0.722,102.765,2498038,"['brighton indie', 'garage rock', 'modern rock', 'rock']"
664,7huo2wvrCgRucUsjdSDLQV,Ain't No Other Man,65.0,2020-08-07T08:21:52Z,2006,Ain't No Other Man,2006-08-14,"dance pop,pop",Christina Aguilera,7938046,228906.0,0.862,0.742,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91,7938046,"['dance pop', 'pop']"
665,5hF2LnbkpnXCkksMSeWcxZ,Pullin' Me Back,65.0,2020-08-07T08:21:52Z,2006,Pullin' Me Back,2006-01-01,"crunk,dirty south rap,hip pop,pop rap,southern hip hop,contemporary r&b,hip pop,r&b,urban contemporary","Chingy,Tyrese","933773,2432831",234133.0,0.786,0.511,-6.66,0.286,0.0825,0.0,0.12,0.587,80.0,2432831,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'southern hip hop', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']"
666,6yLX8QnxlnEqZfs3YKCfjF,Tears Dry On Their Own,65.0,2020-08-07T08:21:52Z,2006,Tears Dry On Their Own,2006-10-27,"british soul,neo soul",Amy Winehouse,8597154,185186.0,0.643,0.871,-2.734,0.118,0.491,0.0,0.29,0.452,121.569,8597154,"['british soul', 'neo soul']"
667,55whbebR4olz2HHcRQa2kx,Sorry,64.0,2020-08-07T08:21:52Z,2006,Sorry,2005-11-11,"dance pop,pop",Madonna,7382362,281880.0,0.589,0.877,-6.229,0.046,0.00121,0.013,0.169,0.443,132.971,7382362,"['dance pop', 'pop']"
668,3ItzRpwvKtkDSNdRSjXu7Z,Chelsea Dagger,64.0,2020-08-07T08:21:52Z,2006,Chelsea Dagger,2007-01-01,"garage rock,modern rock,scottish rock",The Fratellis,828814,215173.0,0.512,0.817,-3.154,0.142,0.0505,0.0,0.0775,0.552,154.607,828814,"['garage rock', 'modern rock', 'scottish rock']"
669,7g7M96UGiA7OR79H86gV4m,U and Dat (feat. T. Pain & Kandi Girl),63.0,2020-08-07T08:21:52Z,2006,U and Dat (feat. T. Pain & Kandi Girl),2006-03-14,"cali rap,hyphy,oakland hip hop,west coast rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary","E-40,T-Pain,Kandi Girl","865061,4590323,1045",202720.0,0.858,0.484,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,99.992,4590323,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast rap', 'dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
670,4NjR63Up0uMkQBlKvlZd1l,Stickwitu,63.0,2020-08-07T08:21:52Z,2006,Stickwitu,2005-01-01,"dance pop,girl group,pop",The Pussycat Dolls,5562463,207506.0,0.655,0.54,-6.482,0.0516,0.268,0.0,0.068,0.43,79.983,5562463,"['dance pop', 'girl group', 'pop']"
671,3rKCDtV8UcF0RytSiXxypc,Get Up (feat. Chamillionaire),63.0,2020-08-07T08:21:52Z,2006,Get Up (feat. Chamillionaire),2006,"dance pop,hip pop,pop,r&b,urban contemporary,dirty south rap,southern hip hop","Ciara,Chamillionaire","6407869,852114",261880.0,0.964,0.595,-6.887,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,6407869,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary', 'dirty south rap', 'southern hip hop']"
672,4aR9bPMAOFySBuQSbVWF3d,Smile,63.0,2020-08-07T08:21:52Z,2006,Smile,2006-05-08,"dance pop,electropop",Lily Allen,2023707,196893.0,0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506,2023707,"['dance pop', 'electropop']"
673,58HpsDKeYoLtNhXFQyQmz5,Move Along,63.0,2020-08-07T08:21:52Z,2006,Move Along,2005-01-01,"alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge",The All-American Rejects,2581249,238880.0,0.526,0.92,-3.866,0.0472,0.000124,0.0,0.371,0.615,109.86,2581249,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']"
674,5xT8JXJSyHYNfC11OFqzFL,Is It Any Wonder?,63.0,2020-08-07T08:21:52Z,2006,Is It Any Wonder?,2006-06-12,"neo mellow,piano rock,pop rock",Keane,3184760,186173.0,0.489,0.955,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,3184760,"['neo mellow', 'piano rock', 'pop rock']"
675,0k6HUzaRHpQ3eEWr1C7Esh,Ms. New Booty,62.0,2020-08-07T08:21:52Z,2006,Ms. New Booty,2005-01-01,"atl hip hop,country rap,dirty south rap,southern hip hop,atl hip hop,crunk,dirty south rap,old school atlanta hip hop,southern hip hop,atl hip hop,atlanta bass","Bubba Sparxxx,Ying Yang Twins,Mr. Collipark","389845,1075570,2388",252653.0,0.64,0.62,-5.931,0.416,0.016,0.0,0.0831,0.609,129.37,1075570,"['atl hip hop', 'country rap', 'dirty south rap', 'southern hip hop', 'atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop', 'atl hip hop', 'atlanta bass']"
676,7cVmKBwzPsh4Fmb6SplfEm,"Lean Wit It, Rock Wit It",62.0,2020-08-07T08:21:52Z,2006,"Lean Wit It, Rock Wit It",2006-01-01,"atl hip hop,crunk,dirty south rap,southern hip hop","Dem Franchize Boyz,Peanut,Charlay","469582,84,226",229813.0,0.886,0.62,-5.854,0.307,0.082,0.0,0.1,0.6,76.035,469582,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop']"
677,2JpUkUR0OsOlUUfm6iS8ic,Money Maker,62.0,2020-08-07T08:21:52Z,2006,Money Maker,2006-01-01,"atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop","Ludacris,Pharrell Williams","2734504,4321617",230613.0,0.551,0.598,-6.79,0.27,0.15,0.0,0.299,0.612,78.756,4321617,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'dance pop', 'pop']"
678,4mnTMsp8Cgf9TNiQMhH11L,I Wish I Was a Punk Rocker (with Flowers in My Hair),60.0,2020-08-07T08:21:52Z,2006,I Wish I Was a Punk Rocker (with Flowers in My Hair),2006-06-05,"candy pop,scottish singer-songwriter",Sandi Thom,26893,151640.0,0.7,0.465,-6.815,0.358,0.544,0.0,0.606,0.719,108.102,26893,"['candy pop', 'scottish singer-songwriter']"
679,2RWxrpsFshOBFwRBRstUlQ,Check On It (feat. Bun B & Slim Thug),60.0,2020-08-07T08:21:52Z,2006,Check On It (feat. Bun B & Slim Thug),2006-09-04,"pop,r&b,dirty south rap,houston rap,crunk,dirty south rap","Beyoncé,Bun B,Slim Thug","36497674,888364,936560",210453.0,0.705,0.796,-6.845,0.267,0.0708,0.0,0.388,0.864,166.042,36497674,"['pop', 'r&b', 'dirty south rap', 'houston rap', 'crunk', 'dirty south rap']"
680,3HVJbdz0V402U5YggQK4Ao,Touch It,60.0,2020-08-07T08:21:52Z,2006,Touch It,2006-01-01,"east coast hip hop,hardcore hip hop,hip hop,pop rap,rap",Busta Rhymes,2601191,214960.0,0.658,0.551,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335,2601191,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
681,7pAT4dOUzjq8Ziap5ShIqC,Where'd You Go (feat. Holly Brook & Jonah Matranga),59.0,2020-08-07T08:21:52Z,2006,Where'd You Go (feat. Holly Brook & Jonah Matranga),2005-11-21,rap rock,"Fort Minor,Holly Brook,Jonah Matranga","600352,17212,4235",231866.0,0.684,0.819,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999,600352,['rap rock']
682,1Ab6RxeKl3e07zP7Get7CX,Stupid Girls,59.0,2020-08-07T08:21:52Z,2006,Stupid Girls,2006-04-04,"dance pop,pop",P!nk,16151124,197173.0,0.683,0.886,-5.045,0.071,0.000738,0.00188,0.0524,0.566,100.04,16151124,"['dance pop', 'pop']"
683,13pyGLYmBjYgvOMIEivX2K,I Don't Feel Like Dancin',59.0,2020-08-07T08:21:52Z,2006,I Don't Feel Like Dancin',2006-01-01,"dance pop,dance rock,strut",Scissor Sisters,528773,288360.0,0.71,0.917,-3.385,0.0287,0.018,0.0,0.335,0.83,108.031,528773,"['dance pop', 'dance rock', 'strut']"
684,2GdGb6bdMYoq7EHkmWvb5D,No Promises,59.0,2020-08-07T08:21:52Z,2006,No Promises,2006-04-17,talent show,Shayne Ward,339755,222160.0,0.496,0.507,-6.073,0.0263,0.539,0.0,0.115,0.203,79.808,339755,['talent show']
685,5ZqNz8GXWpkb95f7aVxTA0,It Ends Tonight,59.0,2020-08-07T08:21:52Z,2006,It Ends Tonight,2005-01-01,"alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge",The All-American Rejects,2581249,244826.0,0.454,0.631,-4.733,0.0268,0.00233,0.0,0.177,0.313,87.888,2581249,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']"
686,5ClXLJW6OLZuTLCwhmX9h9,From Paris to Berlin,59.0,2020-08-07T08:21:52Z,2006,From Paris to Berlin,2004-08-23,eurodance,Infernal,31114,209666.0,0.741,0.869,-6.534,0.0816,0.096,0.0,0.0396,0.839,126.069,31114,['eurodance']
687,0tYPj0NYa7vjlJaqlRSnJb,Chain Hang Low,58.0,2020-08-07T08:21:52Z,2006,Chain Hang Low,2006-01-01,dirty south rap,Jibbs,102326,207586.0,0.792,0.589,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147,102326,['dirty south rap']
688,2SGBEDwsOAOAHrrdAd304i,She Moves In Her Own Way,58.0,2020-08-07T08:21:52Z,2006,She Moves In Her Own Way,2006-01-01,"brighton indie,garage rock,modern rock,rock",The Kooks,2498038,169306.0,0.431,0.81,-5.379,0.066,0.276,0.0,0.0906,0.795,76.412,2498038,"['brighton indie', 'garage rock', 'modern rock', 'rock']"
689,5i9UKSttY3V7x9OnYZsMBX,A Moment Like This,56.0,2020-08-07T08:21:52Z,2006,A Moment Like This,2007,"british soul,dance pop,pop,talent show",Leona Lewis,3571676,257293.0,0.261,0.562,-3.667,0.0301,0.423,7.54e-06,0.131,0.167,70.543,3571676,"['british soul', 'dance pop', 'pop', 'talent show']"
690,19iqWNzp5LwEdvntpEK8MP,"Steady, As She Goes",56.0,2020-08-07T08:21:52Z,2006,"Steady, As She Goes",2006,"alternative rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,rock,supergroup",The Raconteurs,879962,215266.0,0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696,879962,"['alternative rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern blues rock', 'modern rock', 'rock', 'supergroup']"
691,3YQjgTpUVNWvpYeb2mtTF7,Grillz,55.0,2020-08-07T08:21:52Z,2006,Grillz,2005-11-22,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,chopped and screwed,crunk,dirty south rap,houston rap","Nelly,Paul Wall,Ali & Gipp","2591314,823085,9335",271160.0,0.867,0.504,-7.737,0.241,0.0358,0.0,0.307,0.84,82.996,2591314,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary', 'chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']"
692,1kAC8QX4meGZhEbtXtqF1o,The Rose,55.0,2020-08-07T08:21:52Z,2006,The Rose,2006-11-20,boy band,Westlife,3967799,218933.0,0.28,0.2,-9.66,0.0294,0.79,0.0,0.081,0.178,129.61,3967799,['boy band']
693,6k8uthjEbttfWXcGaNTQGD,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,54.0,2020-08-07T08:21:52Z,2006,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,2006-11-07,"dance pop,dancehall,pop,pop rap,hip pop,r&b,urban contemporary","Sean Paul,Keyshia Cole","4554951,3742760",243880.0,0.711,0.761,-3.04,0.225,0.067,0.0,0.041,0.718,95.824,4554951,"['dance pop', 'dancehall', 'pop', 'pop rap', 'hip pop', 'r&b', 'urban contemporary']"
694,28euH5Ny1JXxZAt2KjWp62,You Give Me Something,54.0,2020-08-07T08:21:52Z,2006,You Give Me Something,2006-01-01,neo mellow,James Morrison,1566649,212933.0,0.559,0.671,-7.109,0.1,0.21,0.0,0.0869,0.577,79.493,1566649,['neo mellow']
695,6yuvC80FcnVJNvC0DbXN9e,Come to Me (feat. Nicole Scherzinger),53.0,2020-08-07T08:21:52Z,2006,Come to Me (feat. Nicole Scherzinger),2006-10-16,"dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap,dance pop,pop,post-teen pop","Diddy,Nicole Scherzinger","1603726,2413032",276786.0,0.819,0.485,-6.45,0.0756,0.0176,0.0,0.658,0.386,96.998,2413032,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'dance pop', 'pop', 'post-teen pop']"
696,5TXNLJ2EENAt3Tf9MX4kT2,Beep,51.0,2020-08-07T08:21:52Z,2006,Beep,2005-01-01,"dance pop,girl group,pop,dance pop,pop","The Pussycat Dolls,will.i.am","5562463,4156974",229360.0,0.935,0.745,-6.391,0.0431,0.00914,0.0,0.116,0.518,103.691,5562463,"['dance pop', 'girl group', 'pop', 'dance pop', 'pop']"
697,1JOxCh2Aa08z8cNJQJhWBJ,Fill My Little World,50.0,2020-08-07T08:21:52Z,2006,Fill My Little World,2006-06-05,english indie rock,The Feeling,92033,247253.0,0.462,0.783,-7.814,0.0309,0.0333,0.0,0.348,0.68,175.964,92033,['english indie rock']
698,0Eu5SrReZzaJX0NLKI8tQS,Bossy Featuring Too $hort (feat. Too $hort),49.0,2020-08-07T08:21:52Z,2006,Bossy Featuring Too $hort (feat. Too $hort),2006-08-22,"dance pop,hip pop,neo soul,urban contemporary,cali rap,gangster rap,golden age hip hop,hyphy,oakland hip hop,west coast rap","Kelis,Too $hort","594146,1506710",274946.0,0.906,0.624,-5.556,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,1506710,"['dance pop', 'hip pop', 'neo soul', 'urban contemporary', 'cali rap', 'gangster rap', 'golden age hip hop', 'hyphy', 'oakland hip hop', 'west coast rap']"
699,1bPqAXwNiVcM6zjJU1Z4Cd,What's Left Of Me,47.0,2020-08-07T08:21:52Z,2006,What's Left Of Me,2006-01-01,"idol,post-teen pop",Nick Lachey,212818,244666.0,0.421,0.728,-5.644,0.035,0.136,0.0,0.136,0.311,150.12,212818,"['idol', 'post-teen pop']"
700,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,78.0,2020-08-07T08:22:46Z,2007,Bleeding Love,2007,"british soul,dance pop,pop,talent show",Leona Lewis,3571676,262466.0,0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,3571676,"['british soul', 'dance pop', 'pop', 'talent show']"
701,49FYlytm3dAAraYgpoJZux,Umbrella,86.0,2020-08-07T08:22:46Z,2007,Umbrella,2008-06-02,"barbadian pop,pop,urban contemporary,east coast hip hop,gangster rap,hip hop,pop rap,rap","Rihanna,JAY-Z","58811007,8781050",275986.0,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,58811007,"['barbadian pop', 'pop', 'urban contemporary', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
702,2kQuhkFX7uSVepCD3h29g5,Smack That,87.0,2021-09-24T12:44:30Z,2007,Smack That,2006-01-01,"dance pop,detroit hip hop,hip hop,rap","Akon,Eminem","4132565,79014892",212360.0,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,79014892,"['dance pop', 'detroit hip hop', 'hip hop', 'rap']"
703,4AniPkv5vgdE1n6VKreiyI,Big Girls Don't Cry (Personal),68.0,2020-08-07T08:22:46Z,2007,Big Girls Don't Cry (Personal),2006-09-13,"dance pop,pop",Fergie,5673135,268120.0,0.707,0.642,-4.271,0.0337,0.204,0.0,0.0925,0.249,113.083,5673135,"['dance pop', 'pop']"
704,6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,79.0,2020-08-07T08:22:46Z,2007,Valerie (feat. Amy Winehouse) - Version Revisited,2007-04-16,"pop soul,british soul,neo soul","Mark Ronson,Amy Winehouse","1050134,8597154",219413.0,0.699,0.83,-4.898,0.0633,0.00243,0.00024,0.0995,0.889,105.809,8597154,"['pop soul', 'british soul', 'neo soul']"
