,artist,track_count,index,track_popularity,danceability,energy,instrumentalness,liveness,speechiness,loudness,tempo,valence
Gavin_DeGraw,Gavin DeGraw,2,Gavin_DeGraw,61.0,0.5265,0.878,0.0,0.157,0.061950000000000005,-4.861,148.3985,0.41300000000000003
N.E.R.D,N.E.R.D,1,N.E.R.D,56.0,0.766,0.851,0.000744,0.256,0.0786,-4.831,115.012,0.8
Anthony_Hamilton,Anthony Hamilton,1,Anthony_Hamilton,56.0,0.926,0.888,0.0,0.348,0.294,-5.337,98.523,0.819
McFly,McFly,2,McFly,57.5,0.503,0.73,0.0,0.16595000000000001,0.036,-4.367,113.93799999999999,0.4655
Scissor_Sisters,Scissor Sisters,2,Scissor_Sisters,57.5,0.7335,0.937,1.145e-05,0.19870000000000002,0.06735,-4.0009999999999994,130.9875,0.8815
Jessica_Simpson,Jessica Simpson,1,Jessica_Simpson,55.0,0.553,0.756,0.0,0.215,0.108,-4.583,94.487,0.605
Rihanna,Rihanna,39,Rihanna,77.2051282051282,0.6515384615384615,0.6915897435897437,0.007371870256410256,0.14246153846153842,0.10013589743589743,-5.4032307692307695,123.2295384615385,0.5264358974358974
Olivia,Olivia,1,Olivia,82.0,0.614,0.574,3.2e-05,0.38,0.466,-7.961,125.173,0.755
James_Blunt,James Blunt,3,James_Blunt,73.66666666666667,0.609,0.4693333333333333,0.0033591999999999997,0.08573333333333333,0.0353,-10.129666666666667,98.19066666666667,0.49833333333333335
The_Pussycat_Dolls,The Pussycat Dolls,9,The_Pussycat_Dolls,65.11111111111111,0.7257777777777777,0.6814444444444444,2.777777777777778e-07,0.1847333333333333,0.07652222222222223,-5.072333333333333,119.14411111111112,0.5006666666666667
Daniel_Powter,Daniel Powter,1,Daniel_Powter,76.0,0.599,0.785,0.00336,0.151,0.0309,-4.013,140.046,0.52
The_Game,The Game,3,The_Game,74.33333333333333,0.778,0.7326666666666667,0.0,0.07096666666666666,0.26999999999999996,-5.733666666666667,115.37866666666666,0.48500000000000004
Thirty_Seconds_To_Mars,Thirty Seconds To Mars,1,Thirty_Seconds_To_Mars,81.0,0.179,0.912,0.000294,0.582,0.0791,-3.881,182.99,0.289
Fall_Out_Boy,Fall Out Boy,6,Fall_Out_Boy,78.66666666666667,0.49350000000000005,0.8938333333333333,5.533333333333334e-07,0.16418333333333332,0.08351666666666667,-4.053,159.8778333333333,0.5243333333333332
Foo_Fighters,Foo Fighters,2,Foo_Fighters,79.5,0.39949999999999997,0.9495,4.71e-05,0.108,0.05635,-4.5794999999999995,151.591,0.367
Alejandro_Sanz,Alejandro Sanz,1,Alejandro_Sanz,78.0,0.74,0.783,0.000308,0.123,0.0427,-5.367,100.011,0.812
KT_Tunstall,KT Tunstall,2,KT_Tunstall,71.5,0.6675,0.7765,0.0,0.226,0.05450000000000001,-6.750500000000001,102.6065,0.7905
Arctic_Monkeys,Arctic Monkeys,7,Arctic_Monkeys,80.42857142857143,0.5218571428571429,0.7422857142857142,0.003363842857142857,0.18462857142857142,0.08144285714285714,-5.983714285714285,113.45785714285715,0.5892857142857144
Chris_Brown,Chris Brown,23,Chris_Brown,71.91304347826087,0.6864782608695653,0.676304347826087,0.00019878,0.17545652173913046,0.11896521739130432,-5.225391304347826,113.09739130434782,0.5194782608695653
Fort_Minor,Fort Minor,2,Fort_Minor,66.5,0.6859999999999999,0.827,0.000986435,0.09625,0.16455,-3.7355,132.42849999999999,0.565
Styles_Of_Beyond,Styles Of Beyond,1,Styles_Of_Beyond,74.0,0.688,0.835,2.87e-06,0.0795,0.0911,-4.162,84.858,0.88
T-Pain,T-Pain,16,T-Pain,69.5625,0.68975,0.6020625,1.125e-07,0.18100625,0.14839375,-6.51775,114.80768750000001,0.444225
Jack_Johnson,Jack Johnson,2,Jack_Johnson,72.5,0.842,0.361,1.433e-05,0.10164999999999999,0.0766,-8.791,112.181,0.637
Jesse_McCartney,Jesse McCartney,2,Jesse_McCartney,67.0,0.6735,0.688,1.855e-06,0.047850000000000004,0.0497,-5.090999999999999,84.60499999999999,0.9095
Toby_Keith,Toby Keith,1,Toby_Keith,72.0,0.68,0.87,0.0,0.109,0.0393,-4.461,119.075,0.646
Crazy_Frog,Crazy Frog,1,Crazy_Frog,71.0,0.86,0.907,0.693,0.0648,0.0407,-3.321,138.045,0.786
D4L,D4L,2,D4L,71.0,0.891,0.439,0.0,0.0932,0.428,-7.994,77.499,0.622
Bow_Wow,Bow Wow,4,Bow_Wow,64.25,0.76475,0.6234999999999999,0.00010225,0.1116,0.17265000000000003,-7.923500000000001,114.90275,0.6397499999999999
Fatman_Scoop,Fatman Scoop,2,Fatman_Scoop,62.5,0.8520000000000001,0.723,0.003485,0.0393,0.0862,-5.99,110.707,0.823
Death_Cab_for_Cutie,Death Cab for Cutie,1,Death_Cab_for_Cutie,69.0,0.517,0.206,0.0,0.118,0.0421,-12.233,80.401,0.489
Bobby_V.,Bobby V.,1,Bobby_V.,68.0,0.568,0.732,4.92e-06,0.401,0.103,-4.896,186.048,0.626
Jeezy,Jeezy,3,Jeezy,70.33333333333333,0.6349999999999999,0.652,0.0,0.1371666666666667,0.05093333333333333,-6.586333333333333,120.54833333333333,0.24066666666666667
Pretty_Ricky,Pretty Ricky,3,Pretty_Ricky,63.666666666666664,0.7473333333333333,0.662,0.0,0.11323333333333334,0.11366666666666665,-5.708000000000001,106.51466666666666,0.4613333333333333
The_All-American_Rejects,The All-American Rejects,5,The_All-American_Rejects,65.4,0.5272,0.8304,5.4e-07,0.34134000000000003,0.03982,-4.7090000000000005,117.09240000000003,0.4808
John_Legend,John Legend,3,John_Legend,77.66666666666667,0.507,0.3086666666666667,0.0,0.1321,0.05179999999999999,-9.441333333333333,98.319,0.36933333333333335
Charlie_Wilson,Charlie Wilson,1,Charlie_Wilson,66.0,0.934,0.706,0.000121,0.136,0.178,-5.317,112.962,0.614
Omarion,Omarion,3,Omarion,66.33333333333333,0.7743333333333333,0.6896666666666667,0.00013633333333333333,0.14226666666666665,0.1254,-6.448333333333333,126.69033333333333,0.711
Howie_Day,Howie Day,1,Howie_Day,65.0,0.636,0.625,5.35e-05,0.119,0.0277,-7.895,93.931,0.342
The_Chemical_Brothers,The Chemical Brothers,1,The_Chemical_Brothers,65.0,0.745,0.714,0.0222,0.363,0.0751,-3.681,104.003,0.365
Ray_J,Ray J,2,Ray_J,65.5,0.552,0.6685000000000001,0.0,0.478,0.3005,-6.5344999999999995,149.5985,0.759
Papa_Roach,Papa Roach,1,Papa_Roach,65.0,0.455,0.929,0.0,0.226,0.0494,-3.295,89.782,0.484
Lil_Wayne,Lil Wayne,23,Lil_Wayne,70.8695652173913,0.6472608695652174,0.6800434782608696,0.00027592652173913043,0.22991739130434782,0.19140000000000001,-5.66804347826087,125.69469565217393,0.5452869565217392
Ryan_Cabrera,Ryan Cabrera,1,Ryan_Cabrera,61.0,0.598,0.4,0.0,0.151,0.0241,-10.054,96.938,0.369
The_Click_Five,The Click Five,1,The_Click_Five,61.0,0.571,0.89,0.0,0.0769,0.0395,-1.6,110.958,0.751
The_Coral,The Coral,1,The_Coral,60.0,0.644,0.777,0.0,0.0554,0.0284,-6.165,126.257,0.966
Rob_Thomas,Rob Thomas,1,Rob_Thomas,59.0,0.551,0.896,0.0,0.0899,0.109,-3.152,171.79,0.858
Mobb_Deep,Mobb Deep,1,Mobb_Deep,59.0,0.77,0.587,0.0,0.0621,0.265,-5.99,92.009,0.574
Jermaine_Dupri,Jermaine Dupri,1,Jermaine_Dupri,56.0,0.8,0.633,0.0,0.0315,0.0514,-4.875,95.953,0.836
Wyclef_Jean,Wyclef Jean,2,Wyclef_Jean,72.5,0.7555000000000001,0.784,0.0,0.373,0.063,-4.7010000000000005,96.2695,0.6435
Timbaland,Timbaland,9,Timbaland,75.66666666666667,0.7444444444444444,0.7296666666666667,0.08770814444444446,0.14292222222222223,0.07444444444444444,-5.833222222222222,118.85200000000002,0.5960000000000001
Keyshia_Cole,Keyshia Cole,4,Keyshia_Cole,66.5,0.78025,0.7124999999999999,4.825e-05,0.10897499999999999,0.13305,-4.3815,107.12675,0.6977500000000001
Gnarls_Barkley,Gnarls Barkley,1,Gnarls_Barkley,75.0,0.835,0.741,0.0577,0.0826,0.0339,-1.609,111.963,0.612
Snow_Patrol,Snow Patrol,2,Snow_Patrol,83.0,0.56,0.595,6.47e-05,0.132,0.0274,-4.53,104.011,0.144
The_Fray,The Fray,5,The_Fray,76.0,0.488,0.702,1.6359999999999999e-06,0.11585999999999999,0.03872,-4.699,134.44660000000002,0.41859999999999997
Ne-Yo,Ne-Yo,17,Ne-Yo,71.94117647058823,0.6671764705882353,0.7318823529411764,0.0004630541176470589,0.23586470588235298,0.10095294117647059,-5.588058823529412,117.47511764705881,0.6484117647058824
Corinne_Bailey_Rae,Corinne Bailey Rae,1,Corinne_Bailey_Rae,81.0,0.739,0.511,1.34e-06,0.133,0.0362,-7.844,96.038,0.542
My_Chemical_Romance,My Chemical Romance,2,My_Chemical_Romance,82.0,0.34,0.881,5.5e-05,0.203,0.06920000000000001,-3.583,104.2985,0.546
Muse,Muse,3,Muse,75.66666666666667,0.5906666666666667,0.7476666666666666,0.02445333333333333,0.10356666666666665,0.0644,-5.146,142.77333333333334,0.4703333333333333
Cassie,Cassie,1,Cassie,79.0,0.803,0.454,0.0,0.0655,0.0294,-4.802,99.99,0.739
Panic!_At_The_Disco,Panic! At The Disco,2,Panic!_At_The_Disco,78.5,0.574,0.867,0.0,0.089,0.1009,-3.4175,126.054,0.645
Amy_Winehouse,Amy Winehouse,7,Amy_Winehouse,72.42857142857143,0.5581428571428572,0.7022857142857143,0.0006490742857142856,0.21652857142857143,0.06827142857142857,-7.879285714285715,102.66971428571426,0.6370000000000001
Rascal_Flatts,Rascal Flatts,2,Rascal_Flatts,73.0,0.5595,0.813,0.0,0.244,0.0504,-4.491,119.5145,0.49250000000000005
Lupe_Fiasco,Lupe Fiasco,4,Lupe_Fiasco,71.25,0.558,0.842,0.0,0.23199999999999998,0.276,-4.823,126.177,0.5425
Cascada,Cascada,2,Cascada,70.5,0.6965,0.836,6.45e-06,0.33,0.0505,-5.5865,134.528,0.698
Bob_Sinclar,Bob Sinclar,2,Bob_Sinclar,71.0,0.808,0.8474999999999999,7.7e-05,0.06615,0.09029999999999999,-3.6625,128.0235,0.7230000000000001
Cutee_B.,Cutee B.,1,Cutee_B.,71.0,0.893,0.823,0.0,0.0509,0.122,-3.708,128.009,0.902
DollarMan,DollarMan,1,DollarMan,71.0,0.893,0.823,0.0,0.0509,0.122,-3.708,128.009,0.902
Big_Ali,Big Ali,1,Big_Ali,71.0,0.893,0.823,0.0,0.0509,0.122,-3.708,128.009,0.902
Makedah,Makedah,1,Makedah,71.0,0.893,0.823,0.0,0.0509,0.122,-3.708,128.009,0.902
Chamillionaire,Chamillionaire,2,Chamillionaire,67.0,0.8755,0.6970000000000001,2.57e-06,0.17024999999999998,0.10414999999999999,-5.7835,135.8225,0.732
Krayzie_Bone,Krayzie Bone,1,Krayzie_Bone,71.0,0.787,0.799,0.0,0.3,0.0993,-4.68,143.052,0.835
Gary_Pine,Gary Pine,1,Gary_Pine,71.0,0.723,0.872,0.000154,0.0814,0.0586,-3.617,128.038,0.544
Paolo_Nutini,Paolo Nutini,2,Paolo_Nutini,69.0,0.6765,0.7195,5.45e-06,0.11105000000000001,0.06895000000000001,-7.628,115.48249999999999,0.627
E-40,E-40,3,E-40,70.0,0.839,0.658,6e-07,0.246,0.18943333333333334,-5.983666666666667,93.334,0.45
The_Notorious_B.I.G.,The Notorious B.I.G.,1,The_Notorious_B.I.G.,70.0,0.833,0.628,1.6e-06,0.282,0.141,-7.041,106.328,0.645
Avery_Storm,Avery Storm,1,Avery_Storm,70.0,0.833,0.628,1.6e-06,0.282,0.141,-7.041,106.328,0.645
Mike_Jones,Mike Jones,1,Mike_Jones,69.0,0.739,0.368,0.0,0.171,0.0845,-10.233,144.992,0.467
Yung_Joc,Yung Joc,2,Yung_Joc,72.5,0.7905,0.563,0.0,0.09935,0.0901,-7.9215,82.0155,0.607
NITTI,NITTI,1,NITTI,67.0,0.888,0.577,0.0,0.131,0.0612,-7.702,84.003,0.609
Armand_Van_Helden,Armand Van Helden,1,Armand_Van_Helden,67.0,0.652,0.733,0.00867,0.0392,0.246,-8.207,127.533,0.744
Fergie,Fergie,5,Fergie,68.6,0.7847999999999999,0.6303999999999998,8.46e-05,0.15324,0.20514000000000002,-5.668,129.6172,0.5571999999999999
Cherish,Cherish,1,Cherish,65.0,0.826,0.67,0.0,0.495,0.169,-5.559,74.007,0.794
The_Kooks,The Kooks,2,The_Kooks,61.5,0.489,0.813,0.0,0.10880000000000001,0.06420000000000001,-5.772,89.58850000000001,0.7585
The_Fratellis,The Fratellis,1,The_Fratellis,64.0,0.512,0.817,0.0,0.0775,0.142,-3.154,154.607,0.552
Kandi_Girl,Kandi Girl,1,Kandi_Girl,63.0,0.858,0.484,1.8e-06,0.123,0.277,-7.448,99.992,0.329
Lily_Allen,Lily Allen,2,Lily_Allen,67.0,0.5445,0.731,0.0,0.1645,0.16845,-5.349,143.8555,0.6555
Bubba_Sparxxx,Bubba Sparxxx,1,Bubba_Sparxxx,62.0,0.64,0.62,0.0,0.0831,0.416,-5.931,129.37,0.609
Mr._Collipark,Mr. Collipark,1,Mr._Collipark,62.0,0.64,0.62,0.0,0.0831,0.416,-5.931,129.37,0.609
Dem_Franchize_Boyz,Dem Franchize Boyz,1,Dem_Franchize_Boyz,62.0,0.886,0.62,0.0,0.1,0.307,-5.854,76.035,0.6
Peanut,Peanut,1,Peanut,62.0,0.886,0.62,0.0,0.1,0.307,-5.854,76.035,0.6
Charlay,Charlay,1,Charlay,62.0,0.886,0.62,0.0,0.1,0.307,-5.854,76.035,0.6
Sandi_Thom,Sandi Thom,1,Sandi_Thom,60.0,0.7,0.465,0.0,0.606,0.358,-6.815,108.102,0.719
Bun_B,Bun B,1,Bun_B,60.0,0.705,0.796,0.0,0.388,0.267,-6.845,166.042,0.864
Slim_Thug,Slim Thug,1,Slim_Thug,60.0,0.705,0.796,0.0,0.388,0.267,-6.845,166.042,0.864
Holly_Brook,Holly Brook,1,Holly_Brook,59.0,0.684,0.819,0.00197,0.113,0.238,-3.309,179.999,0.25
Jonah_Matranga,Jonah Matranga,1,Jonah_Matranga,59.0,0.684,0.819,0.00197,0.113,0.238,-3.309,179.999,0.25
Shayne_Ward,Shayne Ward,1,Shayne_Ward,59.0,0.496,0.507,0.0,0.115,0.0263,-6.073,79.808,0.203
Infernal,Infernal,1,Infernal,59.0,0.741,0.869,0.0,0.0396,0.0816,-6.534,126.069,0.839
Jibbs,Jibbs,1,Jibbs,58.0,0.792,0.589,0.000128,0.114,0.262,-6.869,157.147,0.778
Leona_Lewis,Leona Lewis,4,Leona_Lewis,66.25,0.442,0.595,9.3625e-06,0.13225,0.036375000000000005,-4.992500000000001,120.22425000000001,0.258325
The_Raconteurs,The Raconteurs,1,The_Raconteurs,56.0,0.525,0.578,0.00916,0.108,0.12,-4.563,123.696,0.537
Paul_Wall,Paul Wall,1,Paul_Wall,55.0,0.867,0.504,0.0,0.307,0.241,-7.737,82.996,0.84
Ali_&_Gipp,Ali & Gipp,1,Ali_&_Gipp,55.0,0.867,0.504,0.0,0.307,0.241,-7.737,82.996,0.84
James_Morrison,James Morrison,2,James_Morrison,62.5,0.548,0.641,0.0,0.11645,0.06520000000000001,-6.768,92.72399999999999,0.369
Nicole_Scherzinger,Nicole Scherzinger,3,Nicole_Scherzinger,58.333333333333336,0.7120000000000001,0.741,3.6e-05,0.30823333333333336,0.054266666666666664,-5.488333333333333,114.71833333333332,0.6463333333333333
will.i.am,will.i.am,6,will.i.am,68.83333333333333,0.7686666666666667,0.7065,2.9599999999999998e-05,0.15513333333333332,0.09628333333333333,-6.201666666666667,117.59383333333334,0.5341666666666667
The_Feeling,The Feeling,1,The_Feeling,50.0,0.462,0.783,0.0,0.348,0.0309,-7.814,175.964,0.68
Too_$hort,Too $hort,1,Too_$hort,49.0,0.906,0.624,6.21e-06,0.0608,0.179,-5.556,84.009,0.775
Nick_Lachey,Nick Lachey,1,Nick_Lachey,47.0,0.421,0.728,0.0,0.136,0.035,-5.644,150.12,0.311
Mark_Ronson,Mark Ronson,3,Mark_Ronson,79.66666666666667,0.7186666666666666,0.7443333333333334,0.00010762,0.17396666666666669,0.07093333333333333,-5.988333333333333,111.621,0.6869999999999999
Plain_White_T's,Plain White T's,1,Plain_White_T's,80.0,0.656,0.291,0.0,0.114,0.0293,-10.572,103.971,0.298
Keri_Hilson,Keri Hilson,3,Keri_Hilson,72.66666666666667,0.6616666666666666,0.8513333333333334,0.25033333333333335,0.19169999999999998,0.16866666666666666,-5.425333333333334,143.31266666666667,0.77
D.O.E.,D.O.E.,1,D.O.E.,85.0,0.731,0.807,0.751,0.319,0.1,-6.492,114.759,0.765
Carrie_Underwood,Carrie Underwood,1,Carrie_Underwood,81.0,0.519,0.749,0.0,0.119,0.0405,-3.318,147.905,0.29
Sean_Kingston,Sean Kingston,4,Sean_Kingston,71.75,0.7717499999999999,0.7562500000000001,0.0,0.23625,0.050699999999999995,-4.0375000000000005,122.30675,0.78175
All_Time_Low,All Time Low,1,All_Time_Low,80.0,0.459,0.895,0.0,0.206,0.0805,-3.126,181.04,0.572
The_Red_Jumpsuit_Apparatus,The Red Jumpsuit Apparatus,1,The_Red_Jumpsuit_Apparatus,78.0,0.545,0.932,0.0,0.127,0.0399,-2.189,92.956,0.464
Soulja_Boy,Soulja Boy,4,Soulja_Boy,75.0,0.694,0.726,0.0,0.141825,0.074025,-2.8112500000000002,145.1085,0.7225
Seether,Seether,1,Seether,77.0,0.611,0.95,1.59e-06,0.0543,0.0518,-3.509,132.078,0.607
Finger_Eleven,Finger Eleven,2,Finger_Eleven,77.0,0.644,0.939,0.0,0.233,0.0456,-3.486,106.031,0.861
Alex_Gaudino,Alex Gaudino,1,Alex_Gaudino,77.0,0.627,0.954,0.000814,0.292,0.0425,-4.804,128.016,0.312
Crystal_Waters,Crystal Waters,1,Crystal_Waters,77.0,0.627,0.954,0.000814,0.292,0.0425,-4.804,128.016,0.312
Paramore,Paramore,5,Paramore,77.0,0.5582,0.8356,1.9492000000000002e-05,0.07082000000000001,0.06578,-4.2818000000000005,130.95279999999997,0.6102000000000001
Colbie_Caillat,Colbie Caillat,3,Colbie_Caillat,67.33333333333333,0.6793333333333332,0.594,0.0,0.11066666666666668,0.03256666666666667,-6.599666666666667,124.28366666666666,0.36366666666666664
September,September,2,September,70.0,0.767,0.881,0.000139,0.0551,0.0301,-3.988,130.018,0.961
Ida_Corr,Ida Corr,1,Ida_Corr,70.0,0.762,0.754,0.0665,0.146,0.046,-3.425,129.026,0.715
Fedde_Le_Grand,Fedde Le Grand,1,Fedde_Le_Grand,70.0,0.762,0.754,0.0665,0.146,0.046,-3.425,129.026,0.715
Klaxons,Klaxons,1,Klaxons,68.0,0.463,0.836,7.38e-06,0.25,0.0381,-2.776,141.955,0.713
J._Holiday,J. Holiday,2,J._Holiday,64.0,0.5710000000000001,0.5255,0.0,0.088,0.2057,-7.8294999999999995,105.3605,0.585
Robin_Thicke,Robin Thicke,2,Robin_Thicke,62.5,0.7625,0.4275,1.009e-05,0.09215,0.08345,-9.9215,116.602,0.8485
Scouting_For_Girls,Scouting For Girls,1,Scouting_For_Girls,66.0,0.496,0.857,0.0,0.0495,0.0649,-3.313,167.144,0.619
Plies,Plies,3,Plies,65.0,0.644,0.6933333333333334,0.0,0.27416666666666667,0.12423333333333335,-6.862333333333335,100.31599999999999,0.5613333333333334
SHOP_BOYZ,SHOP BOYZ,1,SHOP_BOYZ,64.0,0.619,0.709,0.0,0.507,0.0395,-4.633,144.972,0.68
Hinder,Hinder,1,Hinder,63.0,0.449,0.682,0.0,0.175,0.029,-5.295,139.924,0.254
Johnta_Austin,Johnta Austin,2,Johnta_Austin,60.5,0.765,0.616,0.0,0.14600000000000002,0.202,-7.5425,113.03800000000001,0.722
MIKA,MIKA,1,MIKA,63.0,0.671,0.82,0.0133,0.361,0.048,-5.796,122.361,0.685
BOYS_LIKE_GIRLS,BOYS LIKE GIRLS,3,BOYS_LIKE_GIRLS,64.66666666666667,0.4613333333333333,0.8726666666666666,1.13e-06,0.14473333333333335,0.07919999999999999,-4.123666666666667,142.63833333333332,0.389
Kaiser_Chiefs,Kaiser Chiefs,1,Kaiser_Chiefs,62.0,0.451,0.939,4.85e-06,0.0774,0.0512,-2.82,93.416,0.448
Bone_Thugs-N-Harmony,Bone Thugs-N-Harmony,1,Bone_Thugs-N-Harmony,62.0,0.727,0.71,0.0,0.107,0.0742,-6.142,81.995,0.378
MiMS,MiMS,1,MiMS,60.0,0.621,0.6,0.0,0.495,0.576,-6.349,80.021,0.485
Elliott_Yamin,Elliott Yamin,1,Elliott_Yamin,60.0,0.764,0.487,0.0,0.184,0.0281,-6.734,116.027,0.352
Hellogoodbye,Hellogoodbye,1,Hellogoodbye,59.0,0.7,0.607,0.00173,0.272,0.0359,-6.804,126.045,0.774
T2,T2,1,T2,59.0,0.716,0.757,0.00392,0.16,0.0329,-5.438,139.986,0.877
Niia,Niia,1,Niia,59.0,0.733,0.744,0.0,0.341,0.0553,-3.51,92.515,0.529
Baby_Boy_Da_Prince,Baby Boy Da Prince,1,Baby_Boy_Da_Prince,59.0,0.88,0.438,0.0,0.0907,0.248,-7.562,90.02,0.714
Boosie_Badazz,Boosie Badazz,1,Boosie_Badazz,59.0,0.88,0.438,0.0,0.0907,0.248,-7.562,90.02,0.714
Gym_Class_Heroes,Gym Class Heroes,2,Gym_Class_Heroes,71.0,0.615,0.738,0.0,0.278,0.08785000000000001,-4.1884999999999994,84.846,0.8085
Rich_Boy,Rich Boy,1,Rich_Boy,58.0,0.697,0.86,0.0,0.0721,0.43,-5.181,160.895,0.433
Polow_Da_Don,Polow Da Don,1,Polow_Da_Don,58.0,0.697,0.86,0.0,0.0721,0.43,-5.181,160.895,0.433
Huey,Huey,1,Huey,58.0,0.723,0.644,0.0,0.352,0.222,-6.863,144.09,0.645
Calvin_Harris,Calvin Harris,24,Calvin_Harris,74.08333333333333,0.6998333333333333,0.8540416666666667,0.04244972541666667,0.21101666666666666,0.05485,-3.9090416666666665,123.95420833333334,0.6195833333333334
Floyd,Floyd,1,Floyd,57.0,0.537,0.937,0.035,0.0917,0.0523,-4.543,124.938,0.324
Flo_Rida,Flo Rida,12,Flo_Rida,77.0,0.7055833333333332,0.8020833333333334,0.0006834825000000001,0.19016666666666668,0.0541,-4.815333333333334,119.65358333333334,0.6495833333333333
Katy_Perry,Katy Perry,18,Katy_Perry,74.27777777777777,0.6565555555555556,0.7767222222222223,3.0377777777777775e-06,0.21916666666666662,0.05783333333333333,-4.740888888888889,129.74916666666667,0.5816111111111111
OneRepublic,OneRepublic,8,OneRepublic,75.0,0.613875,0.78775,9.429375e-05,0.1215625,0.0427,-5.311999999999999,122.69437500000001,0.507875
Dwele,Dwele,1,Dwele,89.0,0.639,0.628,0.0,0.386,0.0399,-7.578,90.482,0.43
Kings_of_Leon,Kings of Leon,4,Kings_of_Leon,82.0,0.40900000000000003,0.81,0.0054085,0.1685,0.048600000000000004,-5.5045,145.213,0.27349999999999997
The_Offspring,The Offspring,1,The_Offspring,84.0,0.55,0.917,0.0,0.197,0.0638,-3.159,126.115,0.601
Estelle,Estelle,1,Estelle,80.0,0.693,0.729,0.0,0.07,0.378,-2.99,117.848,0.521
Chris_Martin,Chris Martin,1,Chris_Martin,85.0,0.667,0.747,0.0,0.115,0.189,-7.059,86.917,0.918
MGMT,MGMT,2,MGMT,80.5,0.578,0.8215,0.0028775,0.23049999999999998,0.0552,-5.0135,110.2365,0.396
M.I.A.,M.I.A.,1,M.I.A.,79.0,0.447,0.848,7.46e-05,0.65,0.222,-6.175,172.253,0.485
Guru_Josh_Project,Guru Josh Project,1,Guru_Josh_Project,77.0,0.498,0.862,0.00941,0.352,0.0589,-6.02,128.034,0.47
Klaas,Klaas,1,Klaas,77.0,0.498,0.862,0.00941,0.352,0.0589,-6.02,128.034,0.47
Kardinal_Offishall,Kardinal Offishall,2,Kardinal_Offishall,74.0,0.844,0.8674999999999999,0.0,0.0968,0.08185,-5.199999999999999,123.50999999999999,0.7170000000000001
Cage_The_Elephant,Cage The Elephant,2,Cage_The_Elephant,75.0,0.5529999999999999,0.736,0.0002195,0.2356,0.0681,-6.365,116.9485,0.6075
Sara_Bareilles,Sara Bareilles,2,Sara_Bareilles,67.5,0.6295,0.774,0.0,0.1227,0.0326,-3.657,121.029,0.6915
Adele,Adele,14,Adele,77.85714285714286,0.5672142857142858,0.5602857142857143,1.0028571428571428e-06,0.11383571428571428,0.043128571428571426,-6.43607142857143,116.84835714285713,0.36663571428571423
Bon_Iver,Bon Iver,2,Bon_Iver,66.5,0.483,0.2835,0.14900284,0.1265,0.043500000000000004,-14.2745,112.16749999999999,0.128
Jordin_Sparks,Jordin Sparks,3,Jordin_Sparks,66.0,0.5993333333333334,0.739,0.0,0.06603333333333333,0.08926666666666667,-4.895333333333332,143.35533333333333,0.5219999999999999
Jonas_Brothers,Jonas Brothers,4,Jonas_Brothers,77.5,0.75625,0.7305,1.1025e-06,0.154875,0.06325,-4.795,116.4935,0.8175
Static_Major,Static Major,1,Static_Major,72.0,0.829,0.428,0.00413,0.137,0.0831,-9.469,148.075,0.45
Saving_Abel,Saving Abel,1,Saving_Abel,72.0,0.512,0.864,0.0,0.0982,0.0338,-4.146,138.018,0.527
Miley_Cyrus,Miley Cyrus,12,Miley_Cyrus,69.58333333333333,0.6078333333333333,0.6745000000000001,2.4381666666666667e-05,0.1574833333333333,0.0631,-5.434833333333334,121.13591666666666,0.47874999999999995
Vampire_Weekend,Vampire Weekend,1,Vampire_Weekend,71.0,0.551,0.819,0.0437,0.153,0.0525,-4.489,174.917,0.846
Metro_Station,Metro Station,1,Metro_Station,69.0,0.618,0.955,3.09e-06,0.486,0.0798,-3.836,150.034,0.79
Matthew_Santos,Matthew Santos,1,Matthew_Santos,69.0,0.572,0.822,0.0,0.359,0.361,-6.015,94.812,0.472
Trey_Songz,Trey Songz,5,Trey_Songz,68.2,0.734,0.6108,7.84e-06,0.30464,0.08462,-5.7096,90.7796,0.4556
David_Archuleta,David Archuleta,1,David_Archuleta,69.0,0.57,0.664,1.2e-05,0.0719,0.0322,-4.718,162.084,0.487
Secondhand_Serenade,Secondhand Serenade,1,Secondhand_Serenade,68.0,0.396,0.451,0.0,0.103,0.0362,-7.109,169.518,0.358
Basshunter,Basshunter,2,Basshunter,67.5,0.642,0.98,0.003505,0.1248,0.2024,-6.277,146.472,0.4535
The_Script,The Script,5,The_Script,68.8,0.5084,0.742,0.0,0.11212,0.035339999999999996,-4.5592,123.90060000000001,0.48500000000000004
Dizzee_Rascal,Dizzee Rascal,1,Dizzee_Rascal,67.0,0.878,0.746,0.0,0.154,0.0451,-4.281,111.996,0.792
Chrom3,Chrom3,1,Chrom3,67.0,0.878,0.746,0.0,0.154,0.0451,-4.281,111.996,0.792
DJ_Mental_Theos_Bazzheadz,DJ Mental Theos Bazzheadz,1,DJ_Mental_Theos_Bazzheadz,67.0,0.639,0.976,0.0,0.0856,0.354,-5.503,147.99,0.354
Yung_Berg,Yung Berg,1,Yung_Berg,66.0,0.575,0.686,0.0,0.617,0.319,-6.008,172.167,0.926
The-Dream,The-Dream,3,The-Dream,62.666666666666664,0.7280000000000001,0.49733333333333335,0.0,0.1808,0.04120000000000001,-7.330000000000001,113.37233333333332,0.4545333333333333
Michael_Franti_&_Spearhead,Michael Franti & Spearhead,1,Michael_Franti_&_Spearhead,65.0,0.738,0.983,5.98e-06,0.183,0.0852,-4.374,92.998,0.957
