Track Name,Artist Name,Genres,country
Konongo Zongo,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Kenya
Last Last,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Kenya
Party No Dey Stop,Adekunle Gold,"afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop",Kenya
It's Plenty,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Kenya
Holiday,Rema,"afrobeats, nigerian pop",Kenya
Terminator,Asake,"afrobeats, nigerian pop",Kenya
reason,Omah Lay,afrobeats,Kenya
Sability,Ayra Starr,afrobeats,Kenya
Amapiano,Asake,"afrobeats, nigerian pop",Kenya
Joha,Asake,"afrobeats, nigerian pop",Kenya
Oil in my Head,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Kenya
Soweto,Victony,"afrobeats, nigerian pop",Kenya
GWAGWALADA,Bnxn,"afrobeats, nigerian pop",Kenya
Run,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Kenya
Country Side (feat. Black Sherif),Sarkodie,"afrobeats, afropop, azonto, ghanaian hip hop",Kenya
For My Hand (feat. Ed Sheeran),Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Kenya
Body & Soul,Joeboy,"afrobeats, afropop, nigerian pop",Kenya
Into The Future,Stonebwoy,"afrobeats, dancehall, ghanaian pop, hiplife",Kenya
All My Life (feat. J. Cole),Lil Durk,"chicago drill, chicago rap, drill, hip hop, rap, trap",Kenya
Cough (Odo),Kizz Daniel,"afrobeats, afropop, azontobeats, nigerian pop",Kenya
Overloading (OVERDOSE),Mavins,"afrobeats, afropop, azontobeats, nigerian pop",Kenya
Soja,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Kenya
45,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Kenya
Peace Be Unto You (PBUY),Asake,"afrobeats, nigerian pop",Kenya
Sprinter,Dave,uk hip hop,Kenya
Stamina,Tiwa Savage,"afrobeats, afropop, azonto, nigerian pop",Kenya
2:30,Asake,"afrobeats, nigerian pop",Kenya
People,Libianca,afrobeats,Kenya
Electricity,Pheelz,"afrobeats, nigerian pop",Kenya
Atele,Lasmid,ghanaian pop,Kenya
Obaa Hemaa,Skyface SDW,ghanaian hip hop,Kenya
Carry Me Go,Khaid,"afrobeats, nigerian pop",Kenya
Organise,Asake,"afrobeats, nigerian pop",Kenya
KU LO SA - A COLORS SHOW,Oxlade,"afrobeats, nigerian pop",Kenya
Butta My Bread,JZyNo,,Kenya
Love Don't Cost A Dime (Re-Up),Magixx,"afrobeats, nigerian pop",Kenya
NO COMPETITION (feat. Asake),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Kenya
KANTE (feat. Fave),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Kenya
understand,Omah Lay,afrobeats,Kenya
GoodSin,Olivetheboy,ghanaian pop,Kenya
Asiwaju,Ruger,afrobeats,Ghana
Lonely At The Top,Asake,"afrobeats, nigerian pop",Ghana
Xtra Cool,Young Jonn,"afrobeats, nigerian pop",Ghana
soso,Omah Lay,afrobeats,Ghana
Bandana,Fireboy DML,"afrobeats, nigerian pop",Ghana
Rush,Ayra Starr,afrobeats,Ghana
Terminator,King Promise,"afrobeats, ghanaian alternative, ghanaian pop",Ghana
UNAVAILABLE (feat. Musa Keys),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Ghana
Charm,Rema,"afrobeats, nigerian pop",Ghana
FEEL,Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Ghana
Konongo Zongo,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Ghana
Last Last,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Ghana
Party No Dey Stop,Adekunle Gold,"afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop",Ghana
It's Plenty,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Ghana
Holiday,Rema,"afrobeats, nigerian pop",Ghana
Terminator,Asake,"afrobeats, nigerian pop",Ghana
reason,Omah Lay,afrobeats,Ghana
Sability,Ayra Starr,afrobeats,Ghana
Amapiano,Asake,"afrobeats, nigerian pop",Ghana
Joha,Asake,"afrobeats, nigerian pop",Ghana
Oil in my Head,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Ghana
Soweto,Victony,"afrobeats, nigerian pop",Ghana
GWAGWALADA,Bnxn,"afrobeats, nigerian pop",Ghana
Run,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Ghana
Country Side (feat. Black Sherif),Sarkodie,"afrobeats, afropop, azonto, ghanaian hip hop",Ghana
For My Hand (feat. Ed Sheeran),Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Ghana
Body & Soul,Joeboy,"afrobeats, afropop, nigerian pop",Ghana
Into The Future,Stonebwoy,"afrobeats, dancehall, ghanaian pop, hiplife",Ghana
All My Life (feat. J. Cole),Lil Durk,"chicago drill, chicago rap, drill, hip hop, rap, trap",Ghana
Cough (Odo),Kizz Daniel,"afrobeats, afropop, azontobeats, nigerian pop",Ghana
Overloading (OVERDOSE),Mavins,"afrobeats, afropop, azontobeats, nigerian pop",Ghana
Soja,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Ghana
45,Black Sherif,"afrobeats, ghanaian pop, nigerian pop",Ghana
Peace Be Unto You (PBUY),Asake,"afrobeats, nigerian pop",Ghana
Sprinter,Dave,uk hip hop,Ghana
Stamina,Tiwa Savage,"afrobeats, afropop, azonto, nigerian pop",Ghana
2:30,Asake,"afrobeats, nigerian pop",Ghana
People,Libianca,afrobeats,Ghana
Electricity,Pheelz,"afrobeats, nigerian pop",Ghana
Atele,Lasmid,ghanaian pop,Ghana
Obaa Hemaa,Skyface SDW,ghanaian hip hop,Ghana
Carry Me Go,Khaid,"afrobeats, nigerian pop",Ghana
Organise,Asake,"afrobeats, nigerian pop",Ghana
KU LO SA - A COLORS SHOW,Oxlade,"afrobeats, nigerian pop",Ghana
Butta My Bread,JZyNo,,Ghana
Love Don't Cost A Dime (Re-Up),Magixx,"afrobeats, nigerian pop",Ghana
NO COMPETITION (feat. Asake),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Ghana
KANTE (feat. Fave),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Ghana
understand,Omah Lay,afrobeats,Ghana
GoodSin,Olivetheboy,ghanaian pop,Ghana
Lonely At The Top,Asake,"afrobeats, nigerian pop",Nigeria
GWAGWALADA,Bnxn,"afrobeats, nigerian pop",Nigeria
FEEL,Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
2:30,Asake,"afrobeats, nigerian pop",Nigeria
reason,Omah Lay,afrobeats,Nigeria
Party No Dey Stop,Adekunle Gold,"afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop",Nigeria
soso,Omah Lay,afrobeats,Nigeria
DECLAN RICE,ODUMODUBLVCK,"afro drill, afrobeats, nigerian pop",Nigeria
KANTE (feat. Fave),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
Amapiano,Asake,"afrobeats, nigerian pop",Nigeria
UNAVAILABLE (feat. Musa Keys),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
Holiday,Rema,"afrobeats, nigerian pop",Nigeria
Asiwaju,Ruger,afrobeats,Nigeria
Charm,Rema,"afrobeats, nigerian pop",Nigeria
Xtra Cool,Young Jonn,"afrobeats, nigerian pop",Nigeria
Basquiat,Asake,"afrobeats, nigerian pop",Nigeria
NO COMPETITION (feat. Asake),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
Aquafina,Young Jonn,"afrobeats, nigerian pop",Nigeria
Terminator,Asake,"afrobeats, nigerian pop",Nigeria
Ask About Me,Mohbad,"afrobeats, nigerian pop",Nigeria
Stamina,Tiwa Savage,"afrobeats, afropop, azonto, nigerian pop",Nigeria
If You Leave,Young Jonn,"afrobeats, nigerian pop",Nigeria
"Soweto (with Don Toliver, Rema & Tempoe)",Victony,"afrobeats, nigerian pop",Nigeria
PICANTO (feat. Zlatan and ECko Miles),ODUMODUBLVCK,"afro drill, afrobeats, nigerian pop",Nigeria
City Boys,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Nigeria
PRAY,Bnxn,"afrobeats, nigerian pop",Nigeria
Joha,Asake,"afrobeats, nigerian pop",Nigeria
OVER DEM,Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
Bandana,Fireboy DML,"afrobeats, nigerian pop",Nigeria
DOG EAT DOG II (feat. Cruel Santino and Bella Shmurda),ODUMODUBLVCK,"afro drill, afrobeats, nigerian pop",Nigeria
Sprinter,Dave,uk hip hop,Nigeria
Ex Convict,Shallipopi,viral afropop,Nigeria
Body & Soul,Joeboy,"afrobeats, afropop, nigerian pop",Nigeria
Many Things,Zinoleesky,"afrobeats, nigerian pop",Nigeria
AWAY,Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
All My Life (feat. J. Cole),Lil Durk,"chicago drill, chicago rap, drill, hip hop, rap, trap",Nigeria
Sability,Ayra Starr,afrobeats,Nigeria
New Religion,Olamide,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",Nigeria
Obapluto (feat. Pa Monday-Edo),Shallipopi,viral afropop,Nigeria
Personal,Zinoleesky,"afrobeats, nigerian pop",Nigeria
Last Last,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Nigeria
Alone,Burna Boy,"afrobeats, azontobeats, dancehall, nigerian hip hop, nigerian pop",Nigeria
Mogbe,Asake,"afrobeats, nigerian pop",Nigeria
Ojapiano,KCee,"afrobeats, afropop, igbo pop, nigerian pop",Nigeria
Jolie,Khaid,"afrobeats, nigerian pop",Nigeria
Elon musk,Shallipopi,viral afropop,Nigeria
NA MONEY (feat. The Cavemen. & Angélique Kidjo),Davido,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",Nigeria
Traboski,Bnxn,"afrobeats, nigerian pop",Nigeria
Sunshine,Asake,"afrobeats, nigerian pop",Nigeria
Carry Me Go,Khaid,"afrobeats, nigerian pop",Nigeria
